Invoice Number,Shipping Location,Contended Invoice,Invoice Date,Product Type,Ordered Date
975694304607,Europe,,2022-12-31,Others,2022-12-01
173070057904,North America,,2022-06-24,Others,2022-05-28
910036892998,North America,,2022-06-03,Power,2022-04-29
826845148885,North America,,2022-07-17,Lighting,2022-07-08
558504064900,South America,,2022-11-19,Lighting,2022-10-25
905661546152,South America,,2022-05-02,Others,2022-03-28
719290941745,North America,,2023-03-24,Others,2023-02-22
431161415956,North America,,2023-02-08,Chargers,2023-01-31
573376514360,South America,,2023-03-03,Others,2023-03-01
628718383447,South America,,2022-07-20,Power,2022-06-20
108186734280,South America,,2022-08-05,Chargers,2022-08-04
653945631977,Asia,,2022-12-16,Lighting,2022-11-28
506452984690,Europe,,2023-01-20,Power,2022-12-20
658135988119,Europe,,2023-01-07,Power,2022-12-05
268168827788,Asia,,2022-04-30,Power,2022-04-16
916537185726,South America,,2022-04-21,Power,2022-04-07
324993540279,North America,825202180138,2022-05-17,Power,2022-04-10
750691352511,South America,,2023-02-14,Chargers,2023-02-11
347469240324,North America,,2022-04-08,Lighting,2022-03-23
757102113571,Asia,,2022-04-22,Others,2022-04-09
283657388733,Asia,,2022-09-03,Others,2022-08-11
756186207208,Europe,950556309145,2023-03-02,Lighting,2023-02-24
805529421508,Europe,,2022-04-03,Others,2022-03-03
814704111153,South America,,2022-11-02,Others,2022-09-23
966229959953,North America,,2023-02-02,Others,2023-01-14
249343430664,North America,,2023-02-22,Lighting,2023-02-06
512777972130,Asia,,2023-02-26,Chargers,2023-01-17
257271350084,South America,,2022-11-21,Lighting,2022-11-15
704828673947,North America,,2023-01-26,Chargers,2023-01-15
585669490112,South America,,2022-11-16,Lighting,2022-10-20
311142074053,South America,,2022-09-11,Power,2022-09-08
524138159398,South America,,2022-05-08,Power,2022-04-10
309038927425,Asia,,2022-09-25,Chargers,2022-09-14
232468046654,Asia,,2022-07-20,Power,2022-07-18
431117347637,Europe,,2022-10-21,Others,2022-10-11
690750910304,North America,,2022-08-27,Chargers,2022-08-23
520375803556,South America,,2022-11-27,Lighting,2022-11-16
486515437948,South America,,2022-08-22,Lighting,2022-08-03
966264299076,Europe,,2022-05-31,Lighting,2022-05-24
949956203887,Europe,,2022-10-06,Lighting,2022-09-08
981312216518,Europe,,2022-08-19,Chargers,2022-07-19
128802751448,North America,,2022-11-13,Lighting,2022-10-05
650086258735,North America,,2023-03-03,Lighting,2023-01-29
177240420454,North America,,2022-12-26,Lighting,2022-12-25
225665282978,Europe,705503100993,2023-01-16,Chargers,2023-01-02
600501920725,South America,,2022-07-11,Chargers,2022-06-21
622436672317,Europe,,2022-11-01,Power,2022-09-24
376049703500,Europe,,2022-06-17,Others,2022-05-18
727872667276,Asia,,2022-12-19,Chargers,2022-11-17
231169009359,South America,272763190382,2022-11-10,Others,2022-11-03
503336944804,North America,,2022-10-17,Others,2022-09-28
853143599067,Asia,,2022-07-03,Lighting,2022-06-27
692396062521,North America,,2022-07-25,Lighting,2022-07-22
468405921958,South America,,2022-11-30,Power,2022-10-23
418425212137,South America,,2022-11-23,Others,2022-10-30
720714901085,North America,,2022-09-07,Power,2022-07-29
578594782500,North America,,2022-12-16,Chargers,2022-12-07
875706052287,South America,,2022-08-17,Lighting,2022-08-13
893797598162,Asia,,2022-07-22,Lighting,2022-06-15
545099507887,Asia,,2022-04-28,Lighting,2022-03-20
440111102593,Europe,,2022-05-18,Others,2022-04-17
804625266520,Asia,,2022-07-29,Power,2022-07-09
513786015775,Asia,,2022-04-02,Others,2022-02-26
504312441904,Europe,,2023-02-13,Chargers,2023-01-24
123426430708,Europe,,2022-12-25,Lighting,2022-12-12
710258633705,Asia,,2022-08-06,Lighting,2022-07-20
153444083716,Europe,,2023-01-31,Lighting,2022-12-26
376090554698,South America,,2022-04-20,Chargers,2022-03-14
502226930490,North America,,2023-02-13,Power,2023-01-18
566697550420,Europe,665919818631,2023-03-18,Chargers,2023-03-17
879126518172,South America,,2022-12-04,Lighting,2022-11-12
665896288304,Europe,,2022-11-21,Lighting,2022-10-20
473358991726,Europe,,2023-01-01,Power,2022-11-24
674545397555,Europe,,2022-05-31,Others,2022-05-03
447157038666,Asia,,2022-06-30,Lighting,2022-06-13
436882490684,South America,,2022-06-16,Power,2022-05-15
768576026261,North America,,2022-11-05,Chargers,2022-09-26
369671690710,Asia,,2023-02-11,Others,2023-02-03
729522886495,Asia,,2022-04-04,Power,2022-03-07
887695945721,Asia,,2022-12-08,Lighting,2022-11-10
181239484422,North America,,2023-03-20,Others,2023-03-03
518561085828,Europe,,2023-01-16,Chargers,2022-12-15
926489144735,Asia,,2022-05-05,Power,2022-04-12
942112809098,South America,,2022-09-30,Lighting,2022-09-24
508293805622,North America,,2022-06-06,Lighting,2022-05-16
762408123699,Europe,,2022-11-28,Lighting,2022-11-06
118555543241,Europe,,2022-06-25,Others,2022-05-18
822569297611,South America,,2022-07-30,Power,2022-07-01
835134060184,North America,,2022-07-06,Chargers,2022-07-02
647751611424,North America,,2022-04-25,Others,2022-03-30
876508688717,Europe,,2022-05-21,Chargers,2022-04-17
830930743438,North America,,2022-10-26,Chargers,2022-10-04
723739783945,Europe,,2022-10-09,Chargers,2022-10-06
264806397144,North America,,2022-12-16,Power,2022-11-08
766328784497,Asia,,2022-12-10,Chargers,2022-12-03
806979847737,Asia,,2023-01-23,Others,2023-01-07
967737167503,Europe,,2022-05-29,Others,2022-05-04
180571825807,South America,,2023-01-02,Lighting,2022-11-27
632145368599,North America,,2022-10-08,Others,2022-09-16
142430683738,South America,,2022-11-18,Chargers,2022-10-16
835968519701,North America,,2023-02-27,Others,2023-01-25
742771305425,South America,,2022-07-11,Power,2022-06-16
492269525427,Europe,,2022-09-03,Chargers,2022-08-24
905099929678,South America,,2022-04-30,Others,2022-04-09
800494359695,Europe,,2023-02-11,Power,2023-01-25
240666484895,North America,,2022-05-26,Others,2022-04-17
511993131925,North America,,2022-12-30,Power,2022-12-27
516052640316,South America,925736110241,2022-06-26,Power,2022-06-22
457881715844,Asia,,2022-07-20,Others,2022-07-13
948241259179,South America,,2022-08-24,Chargers,2022-07-19
620907691089,South America,,2022-12-06,Chargers,2022-11-18
406539142610,Asia,,2022-04-15,Chargers,2022-03-11
748718540056,Asia,,2023-01-23,Power,2022-12-19
197111997494,North America,,2022-05-27,Power,2022-05-07
901557634510,South America,,2023-01-24,Power,2022-12-30
610702872742,Europe,,2022-10-27,Others,2022-10-12
826934764411,Asia,,2023-01-29,Others,2022-12-27
283368791237,North America,,2022-07-01,Power,2022-06-13
405105652452,North America,,2022-06-16,Power,2022-05-14
538443217158,South America,646577020478,2022-12-24,Others,2022-12-13
588248705536,North America,,2023-03-19,Lighting,2023-03-10
630345205378,Asia,,2022-07-25,Chargers,2022-07-04
782560222968,Europe,,2023-03-22,Power,2023-02-21
182086977934,Europe,,2022-08-25,Others,2022-07-16
464045574697,South America,,2022-06-18,Lighting,2022-05-17
212543348527,North America,,2023-01-26,Power,2023-01-05
743674413509,South America,,2023-02-13,Others,2023-02-08
814324553457,Asia,,2022-12-01,Power,2022-11-25
847926491986,Europe,,2022-10-26,Chargers,2022-10-20
416541046986,South America,,2023-02-03,Others,2023-01-28
713092265942,South America,,2022-07-29,Lighting,2022-07-17
907227848105,North America,,2022-08-10,Power,2022-07-24
335874518631,South America,,2022-07-21,Others,2022-07-19
145028061631,Asia,,2022-04-23,Chargers,2022-03-21
148572677422,North America,,2022-10-13,Lighting,2022-10-11
384087945905,South America,,2022-06-02,Chargers,2022-05-15
317924517494,Asia,,2022-05-10,Others,2022-04-25
637806883229,Europe,,2022-09-10,Chargers,2022-08-31
807001885152,Asia,,2022-06-28,Chargers,2022-06-16
210392152802,South America,,2022-12-10,Chargers,2022-11-03
781038319517,North America,,2022-10-04,Chargers,2022-09-30
171924320827,Europe,,2022-09-19,Power,2022-09-03
870484685211,Europe,,2022-06-04,Lighting,2022-05-06
489575053009,North America,,2022-08-16,Others,2022-07-29
975579255185,North America,,2022-04-07,Chargers,2022-03-04
252652604493,Europe,,2022-10-15,Chargers,2022-09-28
429972752778,North America,,2022-12-25,Power,2022-12-04
137184524109,South America,,2022-08-20,Lighting,2022-08-07
276517960084,Asia,,2022-10-09,Lighting,2022-09-03
609193138027,North America,,2022-10-09,Power,2022-10-05
253911911628,Europe,,2023-01-12,Chargers,2023-01-10
358881647141,North America,,2022-05-04,Lighting,2022-04-09
311800811033,Europe,,2023-01-05,Power,2022-12-02
932088816702,North America,,2023-03-06,Lighting,2023-01-25
992572864568,North America,,2022-05-31,Power,2022-04-27
752913231136,South America,,2022-06-13,Chargers,2022-05-24
855296347416,South America,,2022-11-26,Others,2022-10-24
894570622178,Europe,,2022-06-12,Power,2022-05-18
706024358615,Europe,,2022-09-13,Power,2022-09-10
717746482685,Asia,,2022-07-18,Power,2022-07-10
184659392627,North America,261948911599,2022-08-17,Chargers,2022-07-10
315293603533,Europe,,2023-01-01,Power,2022-12-10
304904068619,North America,,2022-12-22,Others,2022-12-18
930113140696,Asia,,2022-07-31,Chargers,2022-07-16
354157649779,Asia,,2022-12-25,Power,2022-11-30
698706781659,North America,,2022-07-23,Power,2022-06-25
969241955199,Asia,,2023-02-13,Chargers,2023-01-29
248521690036,South America,,2022-10-01,Chargers,2022-09-14
246015420083,Asia,,2022-04-15,Power,2022-04-08
107971506455,South America,,2022-05-06,Power,2022-04-29
247331246088,Asia,,2023-01-05,Others,2022-12-19
522043237334,Europe,,2022-10-25,Power,2022-10-14
222728678022,Europe,,2022-05-24,Lighting,2022-04-28
190900885536,North America,,2022-09-07,Others,2022-08-11
867494265962,South America,,2022-06-06,Others,2022-05-13
965698196832,Europe,,2022-10-31,Chargers,2022-10-03
788951743586,South America,,2022-07-13,Chargers,2022-06-30
664460069837,Asia,,2022-09-13,Power,2022-08-21
544345410808,Europe,,2022-08-02,Lighting,2022-06-24
964497666122,Europe,,2022-04-15,Chargers,2022-04-13
201626744744,North America,262729479570,2022-11-12,Power,2022-10-11
763014544810,Europe,,2022-10-01,Lighting,2022-09-27
955525188613,Asia,,2023-01-22,Lighting,2023-01-10
727772339831,North America,,2022-12-23,Power,2022-11-15
715526215468,South America,,2022-04-11,Chargers,2022-03-24
126075978725,Asia,,2023-01-02,Lighting,2022-12-26
683748006325,Europe,,2022-08-31,Chargers,2022-07-28
505141061074,South America,569381574173,2022-09-02,Others,2022-08-24
314808806446,South America,,2022-06-06,Lighting,2022-06-02
410842917820,North America,,2023-02-14,Chargers,2023-01-14
119470671581,Asia,,2022-09-17,Power,2022-08-21
380392142476,Europe,,2022-09-24,Power,2022-08-17
216422111576,Asia,,2022-05-03,Chargers,2022-03-24
881949666515,South America,,2023-02-14,Others,2023-02-04
847133840935,Asia,724083458691,2022-05-16,Others,2022-04-07
545488862664,South America,,2022-07-20,Others,2022-07-06
198308284784,South America,,2022-07-23,Chargers,2022-06-15
976133835432,North America,,2022-07-27,Lighting,2022-07-13
782297973782,South America,,2023-03-02,Power,2023-02-19
761183250353,Europe,194548848242,2023-01-11,Others,2022-12-16
458134114656,Europe,,2023-02-27,Others,2023-02-06
690184010460,Asia,,2022-09-15,Others,2022-08-22
590320876388,North America,,2022-12-26,Lighting,2022-11-29
375707191355,Asia,,2023-01-09,Others,2022-12-15
718475698869,Europe,,2022-10-02,Others,2022-09-16
684229433477,South America,,2022-12-31,Power,2022-11-23
764914767809,South America,,2022-09-30,Power,2022-09-23
704601198250,Europe,,2022-09-09,Power,2022-08-15
693728236845,South America,,2023-03-28,Power,2023-02-22
105022755376,Asia,,2022-10-29,Others,2022-09-22
931840953778,Asia,,2023-02-14,Power,2023-01-08
868966018724,Asia,,2023-02-13,Others,2023-01-13
384885797335,South America,,2022-08-03,Others,2022-07-19
274563157890,North America,,2023-03-08,Chargers,2023-02-10
414344960052,Asia,,2023-02-16,Chargers,2023-01-07
765957579589,Asia,,2023-01-17,Others,2023-01-14
595291120563,North America,,2023-02-23,Chargers,2023-01-27
913295584847,Europe,334157609752,2022-10-05,Lighting,2022-09-20
541079241023,North America,,2022-08-24,Lighting,2022-08-06
607530488541,North America,,2022-04-13,Others,2022-03-09
353395969839,North America,864663857106,2022-11-18,Chargers,2022-10-21
208404197862,Europe,,2022-08-02,Others,2022-07-01
767416259343,Asia,,2022-04-23,Lighting,2022-04-14
170646735413,South America,,2022-12-28,Others,2022-11-19
595120860826,Asia,738988339997,2022-05-21,Power,2022-05-14
846021676335,North America,,2022-09-10,Chargers,2022-08-19
752252625780,Europe,,2022-05-21,Lighting,2022-04-27
737620085529,Asia,,2022-07-11,Others,2022-06-26
687366990437,North America,,2022-05-31,Power,2022-05-25
757818562710,Europe,,2022-06-21,Chargers,2022-05-31
637909979600,North America,,2022-07-07,Lighting,2022-07-04
932880253496,Asia,,2023-01-02,Chargers,2022-12-17
645451487063,North America,,2023-02-27,Lighting,2023-02-14
758833919979,Europe,,2022-04-15,Others,2022-04-13
877517775111,North America,,2022-07-19,Lighting,2022-06-20
509263196657,Europe,,2022-06-24,Lighting,2022-05-19
115451093018,North America,,2023-01-27,Power,2022-12-27
883130091491,North America,,2023-01-11,Chargers,2022-12-23
637989365593,North America,,2022-11-25,Lighting,2022-10-16
207930008073,South America,,2022-05-03,Chargers,2022-04-11
168914713769,North America,,2022-06-10,Chargers,2022-05-15
476832246153,Europe,,2022-11-24,Power,2022-10-25
425167854338,South America,,2022-08-06,Others,2022-07-14
356184530445,Europe,,2022-09-23,Others,2022-09-10
813381165450,North America,,2022-05-11,Power,2022-04-10
277493771979,Asia,,2022-12-08,Chargers,2022-11-17
485847286420,South America,,2022-08-11,Chargers,2022-07-24
741583010418,North America,,2023-03-11,Chargers,2023-02-13
409210878187,North America,,2023-03-25,Lighting,2023-03-05
897033628344,Asia,,2022-09-14,Power,2022-09-06
178959733263,North America,321385668250,2022-12-26,Lighting,2022-12-16
234365081643,South America,,2023-01-26,Chargers,2023-01-16
361093482497,South America,,2022-12-07,Power,2022-11-02
648254752751,Asia,,2023-02-22,Power,2023-01-24
514889363767,Asia,,2022-12-16,Power,2022-11-10
352702919999,Europe,,2022-12-15,Others,2022-12-14
992300705105,North America,,2022-11-08,Others,2022-10-01
229990533888,Europe,,2022-05-01,Others,2022-04-22
882028292907,Asia,,2022-10-18,Lighting,2022-09-09
104593719910,Asia,,2022-08-18,Others,2022-07-29
548158615435,South America,,2023-02-25,Others,2023-02-20
817674800958,Asia,,2022-10-03,Chargers,2022-09-27
608444495058,Europe,,2022-05-16,Chargers,2022-04-07
193932021234,Europe,,2022-08-09,Others,2022-07-27
512922301821,South America,,2022-05-27,Power,2022-05-02
655520764270,Europe,,2022-08-27,Chargers,2022-07-21
583423057127,North America,,2023-02-15,Power,2023-01-27
778622712054,North America,,2022-06-06,Lighting,2022-05-16
341346150011,Asia,,2022-06-06,Power,2022-05-23
822966408663,Europe,,2022-07-16,Others,2022-06-14
375017546960,Europe,,2023-03-06,Chargers,2023-02-13
703004365366,Asia,,2022-10-13,Lighting,2022-09-30
702995694392,Europe,,2023-03-06,Others,2023-01-25
960505563905,South America,,2022-08-24,Chargers,2022-07-18
675528865272,Asia,,2022-06-18,Power,2022-05-18
902783717093,Asia,,2022-12-29,Power,2022-12-06
525067209222,Asia,,2022-04-22,Power,2022-03-31
639800311072,South America,,2022-10-15,Lighting,2022-10-03
941042274725,Europe,942861653098,2023-03-23,Chargers,2023-02-17
794376649465,North America,,2023-01-29,Power,2022-12-23
973897037806,South America,,2022-09-04,Chargers,2022-07-29
427309859514,North America,,2022-08-26,Power,2022-08-20
693632161778,Asia,,2023-03-27,Others,2023-03-13
600587843790,Asia,,2022-04-13,Lighting,2022-04-01
346369483590,North America,,2023-02-16,Power,2023-01-12
418237625063,South America,,2022-11-14,Power,2022-11-11
249976814941,Asia,,2022-11-07,Lighting,2022-10-22
231551970276,South America,,2023-02-14,Power,2023-01-11
619804002703,North America,,2022-12-13,Chargers,2022-11-10
916325614243,South America,,2023-01-09,Lighting,2022-12-29
605707224704,Asia,,2022-10-21,Power,2022-10-03
915358568341,Asia,,2022-04-20,Lighting,2022-04-06
618682478631,Asia,,2022-04-04,Lighting,2022-04-01
628439010296,North America,,2022-05-04,Chargers,2022-04-07
153219701741,South America,909494933716,2022-07-09,Chargers,2022-06-07
375752539317,South America,,2022-12-16,Power,2022-11-17
335824478807,North America,,2022-05-08,Lighting,2022-04-15
551218645015,North America,,2022-11-08,Power,2022-10-02
311821427404,South America,,2023-01-25,Chargers,2022-12-25
835080139258,Asia,,2022-11-14,Chargers,2022-10-06
969877011180,Asia,,2022-06-30,Others,2022-05-23
895104278716,Asia,,2022-08-17,Chargers,2022-08-11
173181214487,Asia,,2022-07-31,Others,2022-07-12
236737185621,Asia,,2022-09-22,Others,2022-09-18
365407983199,South America,,2022-09-06,Power,2022-08-15
657529770939,North America,346291706978,2022-09-16,Chargers,2022-08-23
711100496015,Asia,,2022-06-17,Power,2022-05-26
230669202524,South America,,2023-03-20,Lighting,2023-02-22
669271004760,Asia,,2022-11-16,Lighting,2022-10-18
277010530510,Asia,,2022-12-18,Chargers,2022-11-18
964599396254,South America,,2022-07-02,Lighting,2022-05-31
902720899947,Europe,,2022-06-11,Others,2022-05-27
922752489072,Europe,368505097561,2023-01-15,Others,2022-12-25
870381137278,North America,,2022-10-11,Lighting,2022-10-01
712300873119,South America,,2022-04-04,Others,2022-03-13
842510618381,Europe,,2022-06-10,Power,2022-05-22
779413529765,North America,,2022-10-11,Power,2022-10-07
506525374076,Europe,,2022-07-20,Others,2022-06-15
204914652510,Asia,,2022-05-20,Power,2022-05-05
193141059286,North America,,2022-12-23,Lighting,2022-12-04
740451004324,North America,,2023-03-22,Lighting,2023-02-23
780541045677,North America,,2023-01-12,Chargers,2022-12-24
965193217074,Asia,,2022-08-04,Power,2022-07-01
333548688655,South America,,2022-08-02,Others,2022-07-14
728673051394,South America,,2023-03-19,Chargers,2023-03-15
815293760937,South America,394174631270,2023-03-18,Lighting,2023-03-05
880962705430,Europe,,2022-05-27,Lighting,2022-05-10
478728585247,South America,,2023-03-09,Lighting,2023-02-26
686260281300,Europe,,2022-09-23,Power,2022-09-16
334556315643,South America,,2022-04-08,Others,2022-04-01
426919692118,Asia,,2023-01-13,Lighting,2022-12-18
908742079828,Europe,,2022-04-03,Chargers,2022-03-23
674845807343,South America,,2022-04-30,Power,2022-04-01
421623898491,Europe,,2022-10-23,Others,2022-09-15
471638739932,North America,,2023-02-22,Lighting,2023-02-13
257565896879,Asia,,2023-02-13,Lighting,2023-02-04
520535006091,South America,,2022-10-09,Others,2022-08-31
572941851033,Asia,,2022-08-07,Power,2022-07-23
143579340936,South America,,2022-06-24,Chargers,2022-06-03
430247574655,South America,,2022-08-23,Lighting,2022-07-23
489415923034,South America,,2022-12-23,Lighting,2022-11-22
679941186809,North America,,2022-11-27,Power,2022-10-24
443232361085,Asia,,2022-05-14,Others,2022-05-13
741281041508,Asia,,2022-04-26,Chargers,2022-03-30
219084054179,Europe,,2022-08-31,Chargers,2022-07-28
796976474691,North America,,2023-03-08,Others,2023-02-05
395065555523,South America,,2022-06-03,Chargers,2022-05-14
626761985528,Europe,,2022-12-05,Power,2022-11-21
882882511675,Asia,,2022-08-30,Lighting,2022-07-23
211272707716,North America,,2023-01-06,Power,2023-01-03
316054341726,Europe,,2022-09-25,Others,2022-09-01
581418495831,Asia,,2022-12-30,Others,2022-12-15
226673556337,Europe,,2022-08-06,Lighting,2022-08-04
996194650370,South America,,2022-10-16,Others,2022-10-06
748154828688,North America,,2022-12-24,Power,2022-12-18
141334640312,South America,,2022-08-21,Chargers,2022-07-23
400263993009,Asia,,2022-06-17,Chargers,2022-06-12
556367507427,South America,,2022-05-01,Power,2022-04-03
158215363695,North America,,2022-12-01,Others,2022-10-28
969296105076,North America,,2022-07-22,Chargers,2022-07-19
350548885931,South America,,2022-09-15,Chargers,2022-08-19
358392594217,South America,,2022-09-17,Chargers,2022-09-01
629255053963,North America,,2023-02-28,Chargers,2023-02-17
281728407024,Asia,,2023-01-15,Power,2022-12-23
170991394205,North America,,2022-06-04,Chargers,2022-05-13
986424011865,North America,,2022-06-29,Lighting,2022-06-08
698647216132,South America,,2022-05-13,Lighting,2022-05-03
990567974905,Asia,,2022-10-20,Others,2022-09-16
318856732980,South America,,2022-08-31,Others,2022-08-10
182637967312,South America,,2022-09-08,Others,2022-07-31
821000099852,South America,,2022-04-01,Others,2022-03-21
610520823664,North America,,2022-08-11,Chargers,2022-07-12
544227826990,North America,,2022-05-10,Chargers,2022-04-18
843940269495,North America,,2022-09-25,Power,2022-09-20
132583618041,North America,,2022-07-07,Others,2022-06-03
881937362018,Europe,,2022-08-12,Power,2022-08-08
470787843261,Europe,,2022-11-23,Lighting,2022-11-08
823428198136,Europe,,2023-03-23,Chargers,2023-03-17
719834720553,Europe,,2022-09-07,Chargers,2022-08-12
621417179754,South America,,2022-04-16,Power,2022-03-19
704890909224,North America,,2022-07-24,Lighting,2022-06-18
994715121587,South America,,2022-07-11,Chargers,2022-06-18
349384850273,Asia,730603343241,2022-07-06,Power,2022-07-01
704290652681,Asia,,2022-06-29,Power,2022-06-12
393398308105,North America,,2022-12-21,Others,2022-12-12
592665056931,Europe,,2022-04-19,Chargers,2022-03-26
647781986738,North America,,2022-09-22,Others,2022-09-21
647162031902,Asia,,2022-11-30,Others,2022-11-29
246803711864,Europe,,2023-03-06,Others,2023-02-08
261774134072,North America,,2022-11-03,Chargers,2022-10-18
707605989872,North America,,2022-07-12,Chargers,2022-06-08
633139967117,North America,,2022-08-04,Others,2022-07-25
518715702266,Asia,,2022-09-18,Power,2022-08-16
632958061665,South America,,2022-11-10,Chargers,2022-10-03
462005951112,North America,,2023-02-14,Chargers,2023-01-15
974276534301,South America,,2022-07-01,Chargers,2022-06-17
823643993632,Europe,,2022-11-20,Chargers,2022-10-16
270793967683,Europe,,2022-11-04,Chargers,2022-10-18
900352718885,Asia,,2022-08-24,Others,2022-07-21
963778498308,Europe,,2022-08-13,Power,2022-07-31
739455517261,South America,,2022-05-02,Power,2022-03-23
461831119585,Asia,,2022-04-23,Lighting,2022-03-27
453998451497,Asia,,2022-10-25,Chargers,2022-10-03
244537208435,Asia,,2023-02-25,Others,2023-02-04
524704855882,Asia,,2023-03-11,Power,2023-02-25
132071909704,North America,716574150521,2023-03-31,Power,2023-02-20
258352494270,North America,,2022-05-07,Power,2022-04-15
960954804696,Asia,,2023-03-21,Power,2023-03-16
746134431078,Europe,,2022-11-20,Lighting,2022-11-02
136004984672,Europe,,2022-07-04,Others,2022-05-26
421938643209,North America,,2022-11-27,Others,2022-11-06
507074933810,Europe,,2022-07-23,Lighting,2022-07-02
835034985982,North America,,2022-04-29,Others,2022-03-24
711559482443,North America,,2023-02-08,Lighting,2023-02-04
398188546464,North America,,2022-09-06,Chargers,2022-08-22
237619268187,Europe,,2022-08-27,Power,2022-07-21
322837664468,North America,,2022-07-12,Lighting,2022-06-14
423678149318,North America,,2022-08-12,Others,2022-07-25
384569865019,Asia,,2022-09-30,Lighting,2022-08-26
260859983158,Europe,,2022-06-20,Others,2022-05-30
816646212454,North America,,2022-10-02,Power,2022-08-30
692792392205,South America,761663943475,2023-03-28,Chargers,2023-03-01
418276632026,North America,,2022-07-04,Power,2022-06-13
655416389656,North America,,2022-09-03,Power,2022-08-16
627129402694,South America,,2022-06-08,Others,2022-05-06
292833172248,Europe,993902294440,2023-02-14,Lighting,2023-02-05
643336643440,Asia,,2022-12-15,Power,2022-11-29
683190972664,Europe,,2022-04-13,Chargers,2022-03-22
606153985868,North America,,2023-03-05,Chargers,2023-02-25
225904700778,Europe,,2022-09-17,Others,2022-08-18
780079942651,Europe,,2022-07-16,Power,2022-06-21
286349327214,North America,,2022-04-27,Others,2022-04-18
698809592361,North America,,2022-06-01,Chargers,2022-05-25
945924170945,Asia,,2022-10-29,Others,2022-09-29
184558209727,South America,,2023-02-11,Chargers,2023-02-03
550987545378,North America,,2023-03-06,Power,2023-02-15
144358789525,South America,,2022-05-08,Others,2022-05-06
843531022430,South America,,2022-09-03,Others,2022-08-12
114346996566,Asia,,2022-09-06,Power,2022-08-07
941214427265,Europe,,2022-10-04,Chargers,2022-08-31
687330311532,Asia,,2023-02-24,Lighting,2023-01-17
286917310502,South America,,2022-09-27,Chargers,2022-09-05
239576575783,South America,,2023-02-15,Chargers,2023-02-01
442417734374,Asia,,2022-10-11,Others,2022-09-30
339886661974,North America,,2023-01-22,Chargers,2023-01-17
818545213161,North America,,2022-07-31,Lighting,2022-07-21
334987621001,Asia,,2022-10-28,Others,2022-10-08
648005346139,North America,,2023-01-05,Power,2022-12-25
876218424437,Europe,,2022-11-01,Lighting,2022-09-24
146051033366,Asia,,2022-05-30,Chargers,2022-05-13
692810449853,South America,,2022-07-07,Others,2022-06-27
245524909934,South America,,2022-04-06,Others,2022-04-03
730593302951,Asia,,2022-04-27,Chargers,2022-04-18
541038385993,North America,,2022-06-27,Others,2022-06-05
892450610457,Asia,,2022-06-25,Chargers,2022-06-18
616323115378,South America,,2022-07-25,Others,2022-07-08
774424233699,Asia,,2022-04-06,Lighting,2022-04-02
104720627845,Europe,,2022-09-30,Chargers,2022-09-13
534331778117,South America,,2023-03-30,Others,2023-02-18
375888797033,Europe,,2022-09-25,Others,2022-08-18
891908581257,Asia,,2023-02-12,Power,2023-01-28
303516554105,Europe,,2022-07-20,Power,2022-06-26
997983904852,South America,,2023-01-24,Power,2023-01-18
660686514445,Asia,,2022-06-13,Chargers,2022-06-08
388607241036,South America,,2023-03-28,Power,2023-03-18
126357494596,Asia,,2022-11-15,Lighting,2022-11-04
472043524108,Europe,,2022-04-13,Others,2022-03-12
217255047633,North America,,2022-09-07,Lighting,2022-08-05
204985773909,Europe,,2022-09-04,Power,2022-08-14
975676375742,Asia,265738768194,2022-09-05,Others,2022-08-02
686594252733,Asia,,2022-08-18,Lighting,2022-08-09
574090557242,North America,,2022-12-03,Lighting,2022-11-17
693447014601,North America,,2022-09-05,Others,2022-08-18
713058042703,North America,,2022-04-21,Power,2022-04-04
655655742040,Asia,,2022-04-04,Others,2022-03-06
785497177496,South America,,2022-11-01,Lighting,2022-10-16
494009026333,South America,,2022-12-12,Lighting,2022-11-22
798585767753,North America,,2023-02-17,Others,2023-02-01
944416088577,Asia,,2022-09-23,Chargers,2022-08-28
811252677246,Asia,,2022-05-01,Chargers,2022-04-13
360329998903,Asia,,2022-10-06,Others,2022-08-31
911957424785,South America,,2022-07-18,Others,2022-07-13
930915157888,North America,,2022-11-18,Others,2022-10-11
557774586785,Asia,,2023-02-17,Others,2023-01-18
416859873689,Asia,,2022-05-18,Lighting,2022-04-24
874612325236,Asia,,2022-08-26,Lighting,2022-08-14
641279651261,Asia,,2023-01-30,Lighting,2022-12-28
265680863759,Europe,,2022-06-16,Chargers,2022-05-22
747923793359,South America,,2022-10-16,Lighting,2022-09-30
881392514950,Asia,,2022-07-24,Others,2022-07-23
419917707868,North America,,2023-02-27,Power,2023-02-12
840618683058,South America,,2023-01-23,Chargers,2022-12-25
138618438709,North America,,2023-02-10,Others,2023-02-04
172519257308,North America,,2022-09-09,Lighting,2022-08-30
403651331296,North America,,2022-05-13,Chargers,2022-05-08
594953645743,South America,,2022-04-17,Power,2022-04-13
796388415649,Asia,,2022-04-23,Power,2022-04-18
853191544324,North America,,2022-06-08,Others,2022-05-04
318256962049,South America,,2022-04-29,Chargers,2022-04-01
104172385105,Europe,,2022-08-09,Power,2022-07-15
386909678077,North America,,2022-09-13,Lighting,2022-08-05
723408958727,North America,,2022-04-15,Chargers,2022-03-30
544116424192,South America,,2022-11-27,Lighting,2022-10-29
497519606149,North America,,2022-12-24,Chargers,2022-12-08
697772442558,South America,,2022-10-10,Others,2022-09-20
